SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes
SP15,G3,P06,2021-10-12,6895,148,406
SP10,G5,P19,2021-10-12,140,419,20
SP18,G6,P17,2021-10-13,2107,143,82
SP01,G3,P20,2021-10-13,10136,47,676
SP15,G4,P02,2021-10-13,15722,73,1966
SP08,G3,P17,2021-10-13,1323,288,49
SP15,G2,P02,2021-10-13,4767,5,398
SP22,G1,P09,2021-10-13,20825,258,2314
SP25,G6,P12,2021-10-13,4627,300,331
SP12,G4,P18,2021-10-14,4095,2,158
SP19,G4,P12,2021-10-14,8365,98,761
SP08,G3,P22,2021-10-14,4193,123,210
SP05,G5,P18,2021-10-14,5754,335,206
SP01,G6,P19,2021-10-14,9093,211,827
SP12,G2,P16,2021-10-14,3675,342,154
SP03,G4,P08,2021-10-15,2555,74,135
SP22,G2,P19,2021-10-15,1071,205,134
SP21,G2,P16,2021-10-15,3612,191,145
SP14,G2,P15,2021-10-15,1540,229,97
SP01,G6,P11,2021-10-15,6790,235,262
SP23,G4,P07,2021-10-18,9863,165,353
SP20,G5,P20,2021-10-18,1106,160,74
SP01,G5,P17,2021-10-18,3129,299,105
SP14,G5,P13,2021-10-18,7077,136,373
SP05,G5,P02,2021-10-18,392,51,27
SP07,G1,P18,2021-10-18,7952,194,319
SP02,G6,P22,2021-10-18,10703,166,487
SP10,G1,P21,2021-10-18,9660,132,440
SP11,G1,P20,2021-10-18,3808,191,293
SP18,G2,P12,2021-10-18,4060,353,313
SP01,G4,P21,2021-10-18,12236,42,816
SP16,G6,P07,2021-10-19,959,16,44
SP14,G6,P02,2021-10-19,2114,100,193
SP04,G3,P17,2021-10-19,1743,9,61
SP19,G6,P09,2021-10-19,9044,214,823
SP12,G5,P19,2021-10-19,9506,137,951
SP24,G5,P13,2021-10-19,6608,79,276
SP22,G2,P04,2021-10-19,1799,19,90
SP18,G5,P12,2021-10-19,5425,18,453
SP01,G4,P09,2021-10-19,5292,170,441
SP10,G6,P14,2021-10-19,2352,155,168
SP24,G5,P18,2021-10-19,5236,496,202
SP17,G6,P16,2021-10-19,4354,50,146
SP17,G2,P06,2021-10-19,7133,51,376
SP23,G1,P19,2021-10-19,3066,253,256
SP22,G3,P11,2021-10-19,15932,292,498
SP02,G4,P03,2021-10-19,3836,244,214
SP06,G1,P04,2021-10-19,2149,49,127
SP06,G2,P18,2021-10-19,1043,23,42
SP09,G3,P17,2021-10-19,3087,188,119
SP07,G6,P05,2021-10-19,994,60,53
SP05,G5,P21,2021-10-19,7819,186,489
SP08,G2,P10,2021-10-19,5222,32,194
SP05,G4,P15,2021-10-19,11102,59,694
SP23,G1,P20,2021-10-19,574,40,29
SP14,G5,P06,2021-10-19,19824,45,1167
SP25,G3,P03,2021-10-19,343,27,17
SP02,G2,P19,2021-10-20,7637,231,1091
SP03,G6,P07,2021-10-20,3745,84,130
SP09,G5,P07,2021-10-20,8253,74,331
SP06,G3,P14,2021-10-20,266,303,19
SP15,G3,P14,2021-10-20,6153,214,684
SP11,G5,P02,2021-10-20,1253,24,90
SP15,G6,P11,2021-10-20,3752,284,122
SP10,G2,P08,2021-10-21,5145,170,286
SP10,G3,P08,2021-10-21,2156,72,90
SP19,G3,P09,2021-10-21,1288,348,108
SP16,G4,P19,2021-10-21,2233,162,224
SP19,G5,P20,2021-10-21,2156,292,154
SP20,G2,P20,2021-10-21,9870,241,581
SP13,G2,P12,2021-10-21,9016,17,564
SP06,G5,P21,2021-10-21,6482,257,342
SP10,G5,P09,2021-10-21,8295,405,1383
SP25,G1,P10,2021-10-21,4830,154,202
SP01,G4,P02,2021-10-21,4025,152,288
SP11,G3,P09,2021-10-21,1309,421,94
SP19,G1,P06,2021-10-21,4970,17,277
SP13,G4,P05,2021-10-21,4130,61,207
SP13,G1,P08,2021-10-21,4739,180,226
SP03,G1,P08,2021-10-22,13545,69,847
SP10,G3,P10,2021-10-22,6615,473,331
SP10,G3,P04,2021-10-22,10101,287,481
SP25,G2,P06,2021-10-22,539,44,34
SP03,G4,P06,2021-10-22,4795,227,343
SP16,G3,P12,2021-10-22,833,40,65
SP02,G2,P10,2021-10-22,2359,35,91
SP11,G1,P04,2021-10-22,1484,75,93
SP16,G4,P11,2021-10-22,14378,150,533
SP25,G2,P03,2021-10-22,11039,87,614
SP25,G5,P21,2021-10-22,1218,310,77
SP20,G1,P22,2021-10-22,5117,149,214
SP14,G6,P22,2021-10-22,469,359,25
SP05,G4,P06,2021-10-22,1806,8,113
SP17,G6,P11,2021-10-22,4739,90,149
SP03,G6,P12,2021-10-25,4053,131,271
SP19,G5,P16,2021-10-25,3353,245,112
SP06,G4,P14,2021-10-25,10080,179,1008
SP13,G5,P01,2021-10-25,3367,6,117
SP01,G5,P06,2021-10-25,4011,65,236
SP03,G3,P03,2021-10-25,22715,16,1420
SP03,G5,P03,2021-10-25,2583,193,152
SP16,G6,P08,2021-10-25,12537,243,738
SP04,G5,P20,2021-10-25,6587,170,330
SP19,G2,P19,2021-10-25,56,123,6
SP12,G5,P05,2021-10-25,5124,206,285
SP24,G2,P04,2021-10-25,4970,182,311
SP12,G4,P14,2021-10-25,952,401,74
SP07,G1,P16,2021-10-25,8365,60,349
SP21,G5,P09,2021-10-25,7217,219,722
SP13,G6,P15,2021-10-25,8022,389,502
SP22,G1,P04,2021-10-25,3360,3,198
SP07,G3,P05,2021-10-26,9975,65,768
SP19,G2,P20,2021-10-26,6174,184,441
SP05,G3,P05,2021-10-26,2485,234,125
SP06,G4,P16,2021-10-26,9604,49,343
SP25,G5,P12,2021-10-26,1274,209,116
SP07,G1,P14,2021-10-26,6916,350,692
SP18,G1,P05,2021-10-26,10682,8,629
SP02,G6,P21,2021-10-26,2023,240,145
SP20,G6,P20,2021-10-26,6034,224,355
SP13,G2,P15,2021-10-26,602,107,67
SP01,G2,P06,2021-10-26,3864,80,298
SP19,G1,P08,2021-10-26,8057,2,504
SP15,G6,P18,2021-10-26,14000,183,438
SP24,G4,P02,2021-10-26,7749,75,775
SP23,G6,P05,2021-10-26,280,378,19
SP07,G1,P20,2021-10-26,623,102,30
SP23,G1,P17,2021-10-27,6629,401,277
SP12,G5,P13,2021-10-27,8393,100,365
SP22,G2,P10,2021-10-27,9646,528,420
SP21,G1,P19,2021-10-27,8792,27,1256
SP03,G3,P12,2021-10-27,7623,96,693
SP25,G6,P11,2021-10-27,5600,176,187
SP12,G6,P19,2021-10-27,6076,59,868
SP18,G2,P04,2021-10-27,10269,32,514
SP14,G3,P04,2021-10-27,4144,177,189
SP21,G3,P06,2021-10-27,11795,86,562
SP22,G5,P11,2021-10-27,1519,76,57
SP21,G4,P06,2021-10-27,2121,388,152
SP20,G2,P08,2021-10-27,2758,30,173
SP12,G3,P08,2021-10-28,1519,231,90
SP21,G2,P15,2021-10-28,7427,10,676
SP20,G6,P07,2021-10-28,6650,22,247
SP10,G6,P09,2021-10-28,2520,351,194
SP13,G3,P19,2021-10-28,3010,171,232
SP17,G6,P20,2021-10-28,9289,204,517
SP15,G6,P13,2021-10-28,3556,232,149
SP11,G5,P17,2021-10-28,2639,23,91
SP20,G2,P04,2021-10-28,1764,204,89
SP13,G3,P22,2021-10-28,15190,66,691
SP17,G3,P08,2021-10-28,6209,79,389
SP03,G4,P07,2021-10-28,7028,131,282
SP10,G3,P20,2021-10-29,9268,46,618
SP02,G4,P22,2021-10-29,6293,157,243
SP07,G6,P09,2021-10-29,3031,265,337
SP23,G5,P11,2021-10-29,2583,127,100
SP14,G6,P21,2021-10-29,3850,8,214
SP24,G4,P09,2021-10-29,17780,68,1368
SP25,G3,P17,2021-10-29,6153,138,280
SP18,G3,P07,2021-10-29,3514,221,147
SP01,G2,P15,2021-10-29,1652,205,128
SP10,G4,P12,2021-10-29,6769,464,484
SP16,G6,P01,2021-10-29,4494,356,150
SP24,G5,P15,2021-11-01,3199,212,267
SP10,G5,P21,2021-11-01,11508,141,822
SP23,G4,P09,2021-11-01,5712,332,476
SP01,G1,P05,2021-11-01,14462,532,804
SP11,G4,P01,2021-11-01,8099,11,312
SP16,G3,P04,2021-11-01,700,76,34
SP17,G4,P02,2021-11-01,3066,97,384
SP05,G2,P06,2021-11-01,14406,267,901
SP09,G2,P13,2021-11-01,7224,265,425
SP25,G1,P18,2021-11-01,6762,102,212
SP23,G5,P19,2021-11-01,483,213,38
SP14,G3,P17,2021-11-01,10990,15,478
SP19,G6,P06,2021-11-01,3864,241,184
SP02,G3,P04,2021-11-01,4942,232,248
SP02,G1,P10,2021-11-01,9828,195,351
SP25,G1,P05,2021-11-02,3528,148,236
SP19,G2,P22,2021-11-02,7511,172,418
SP13,G4,P16,2021-11-02,10269,234,447
SP24,G2,P16,2021-11-02,10024,10,358
SP12,G2,P21,2021-11-02,4648,232,291
SP21,G2,P21,2021-11-02,1771,34,85
SP07,G2,P22,2021-11-02,8869,188,370
SP06,G2,P02,2021-11-02,8463,509,529
SP22,G2,P06,2021-11-02,8729,388,546
SP02,G5,P22,2021-11-02,1708,455,78
SP03,G2,P17,2021-11-02,196,183,9
SP10,G5,P04,2021-11-02,2646,298,133
SP05,G5,P15,2021-11-02,665,8,48
SP24,G6,P08,2021-11-03,9856,164,493
SP25,G3,P18,2021-11-03,8435,96,256
SP02,G5,P12,2021-11-03,5586,142,430
SP06,G2,P21,2021-11-03,2709,230,136
SP16,G2,P12,2021-11-03,3724,253,249
SP05,G3,P08,2021-11-03,4046,56,184
SP04,G1,P12,2021-11-03,1169,279,117
SP02,G5,P09,2021-11-04,12474,298,1560
SP24,G3,P20,2021-11-04,5838,79,278
SP21,G6,P20,2021-11-04,5488,119,392
SP10,G4,P03,2021-11-04,539,23,29
SP05,G4,P03,2021-11-04,1211,11,56
SP19,G3,P12,2021-11-04,1841,217,132
SP24,G3,P01,2021-11-04,14882,183,532
SP11,G2,P16,2021-11-04,2590,115,90
SP07,G1,P07,2021-11-04,3829,87,142
SP08,G2,P07,2021-11-04,4207,203,169
SP24,G5,P08,2021-11-04,20608,10,1145
SP22,G1,P18,2021-11-04,2737,96,98
SP03,G5,P04,2021-11-04,5873,28,392
SP17,G3,P11,2021-11-04,2674,44,90
SP13,G6,P17,2021-11-05,9982,372,400
SP11,G5,P01,2021-11-05,952,500,42
SP01,G4,P11,2021-11-05,3353,235,112
SP20,G4,P16,2021-11-05,1960,51,68
SP14,G1,P16,2021-11-05,224,35,8
SP11,G4,P11,2021-11-05,3178,176,133
SP22,G4,P09,2021-11-05,12103,376,1211
SP12,G1,P06,2021-11-05,12642,197,973
SP06,G3,P10,2021-11-05,3542,283,154
SP02,G1,P16,2021-11-05,8505,429,294
SP04,G2,P06,2021-11-05,16856,194,937
SP03,G4,P16,2021-11-05,5306,38,222
SP06,G5,P20,2021-11-05,2198,292,170
SP16,G5,P16,2021-11-05,10304,124,356
SP08,G1,P21,2021-11-05,2765,75,146
SP13,G1,P13,2021-11-05,5362,6,269
SP12,G5,P07,2021-11-05,6489,117,260
SP07,G3,P07,2021-11-05,1239,371,43
SP20,G6,P11,2021-11-05,2968,61,110
SP15,G1,P08,2021-11-05,1589,54,73
SP09,G4,P10,2021-11-05,10353,203,370
SP18,G6,P02,2021-11-05,10864,498,836
SP11,G2,P15,2021-11-05,2037,124,157
SP21,G6,P11,2021-11-05,5306,178,183
SP18,G5,P09,2021-11-08,15883,160,1444
SP02,G5,P19,2021-11-08,4242,10,327
SP11,G3,P07,2021-11-08,833,75,30
SP04,G6,P19,2021-11-08,2653,193,266
SP12,G2,P17,2021-11-08,2730,96,98
SP12,G6,P05,2021-11-08,140,61,8
SP15,G1,P06,2021-11-08,4102,237,293
SP02,G1,P13,2021-11-08,8547,88,503
SP04,G6,P04,2021-11-09,8519,375,568
SP07,G5,P08,2021-11-09,413,145,19
SP22,G4,P03,2021-11-09,8190,67,390
SP24,G4,P10,2021-11-09,1393,113,50
SP03,G1,P21,2021-11-09,3367,369,154
SP25,G6,P21,2021-11-09,3969,293,181
SP12,G5,P14,2021-11-09,4550,57,380
SP15,G1,P04,2021-11-09,5796,138,306
SP03,G5,P12,2021-11-09,1218,167,102
SP16,G5,P22,2021-11-09,5488,39,262
SP16,G4,P09,2021-11-09,259,579,26
SP06,G1,P01,2021-11-09,6545,311,219
SP21,G1,P06,2021-11-10,5257,212,263
SP25,G3,P13,2021-11-10,7875,74,493
SP01,G5,P14,2021-11-10,1820,297,203
SP01,G2,P05,2021-11-10,2205,6,117
SP07,G5,P01,2021-11-11,9044,180,312
SP13,G3,P05,2021-11-11,8799,91,489
SP02,G3,P17,2021-11-11,4627,42,178
SP12,G5,P21,2021-11-11,8015,136,422
SP11,G6,P17,2021-11-11,840,5,29
SP11,G2,P02,2021-11-11,12173,276,1107
SP13,G1,P03,2021-11-11,8743,18,398
SP19,G4,P06,2021-11-11,8561,3,408
SP04,G3,P08,2021-11-11,7357,37,307
SP10,G5,P08,2021-11-11,2037,9,108
SP04,G5,P13,2021-11-11,12012,124,546
SP14,G5,P20,2021-11-11,6979,59,499
SP25,G3,P10,2021-11-11,4529,394,175
SP06,G5,P22,2021-11-11,14406,48,759
SP20,G1,P04,2021-11-11,14511,155,807
SP12,G1,P05,2021-11-11,3290,16,174
SP12,G2,P14,2021-11-12,11557,19,964
SP20,G1,P08,2021-11-12,9758,175,465
SP05,G3,P19,2021-11-12,6195,165,564
SP24,G4,P21,2021-11-12,19894,320,995
SP10,G1,P10,2021-11-12,1638,72,75
SP20,G1,P14,2021-11-12,2163,130,181
SP13,G6,P18,2021-11-12,4872,116,174
SP01,G1,P07,2021-11-12,16240,170,739
SP03,G3,P02,2021-11-12,14357,153,1306
SP13,G1,P17,2021-11-12,889,78,36
SP07,G2,P05,2021-11-12,406,96,21
SP11,G3,P04,2021-11-12,1932,161,121
SP21,G6,P12,2021-11-12,9184,402,511
SP07,G3,P20,2021-11-12,7014,280,540
SP13,G3,P15,2021-11-12,9926,170,1103
SP23,G6,P02,2021-11-12,11697,619,1064
SP25,G1,P22,2021-11-12,840,52,42
SP16,G5,P01,2021-11-15,4725,104,197
SP08,G5,P09,2021-11-15,8043,20,1006
SP04,G3,P01,2021-11-15,994,51,40
SP24,G4,P18,2021-11-15,16359,279,528
SP24,G3,P11,2021-11-15,2660,72,99
SP21,G6,P02,2021-11-15,11431,131,880
SP03,G2,P14,2021-11-15,147,47,13
SP06,G4,P17,2021-11-15,161,190,7
SP18,G6,P16,2021-11-15,3528,275,142
SP11,G5,P11,2021-11-15,1981,117,80
SP18,G1,P14,2021-11-15,6139,50,384
SP10,G5,P18,2021-11-15,1890,483,66
SP22,G2,P08,2021-11-15,5551,118,327
SP16,G4,P01,2021-11-15,14742,219,546
SP13,G6,P19,2021-11-15,7637,115,510
SP17,G3,P06,2021-11-16,11620,208,684
SP17,G3,P18,2021-11-16,3171,294,100
SP12,G6,P10,2021-11-16,4718,281,182
SP03,G3,P18,2021-11-16,7511,15,243
SP03,G6,P04,2021-11-16,4858,81,232
SP24,G3,P15,2021-11-16,637,90,46
SP06,G2,P11,2021-11-16,3283,79,118
SP21,G5,P03,2021-11-16,4760,199,207
SP19,G6,P20,2021-11-16,4893,26,258
SP18,G5,P13,2021-11-16,2373,83,140
SP11,G1,P22,2021-11-16,3689,51,148
SP25,G2,P17,2021-11-16,1526,69,67
SP19,G5,P08,2021-11-16,2156,171,98
SP14,G1,P17,2021-11-16,210,167,8
SP14,G5,P09,2021-11-17,7700,231,963
SP10,G2,P09,2021-11-17,3766,46,343
SP07,G3,P14,2021-11-17,4837,25,404
SP12,G2,P06,2021-11-17,9016,256,694
SP09,G6,P05,2021-11-17,448,76,23
SP25,G6,P02,2021-11-17,9065,47,648
SP07,G2,P08,2021-11-18,1456,542,70
SP15,G6,P20,2021-11-18,2464,78,165
SP16,G6,P14,2021-11-18,14161,76,886
SP24,G2,P05,2021-11-18,5481,309,289
SP17,G4,P14,2021-11-18,2177,102,156
SP07,G6,P11,2021-11-18,21,387,1
SP06,G6,P01,2021-11-18,350,41,13
SP11,G3,P12,2021-11-18,11018,270,787
SP11,G4,P13,2021-11-18,4277,121,204
SP22,G5,P07,2021-11-18,3367,330,154
SP10,G2,P18,2021-11-18,1925,273,61
SP09,G6,P17,2021-11-18,9590,212,384
SP11,G5,P05,2021-11-18,13832,71,814
SP25,G5,P09,2021-11-18,8134,46,814
SP15,G1,P03,2021-11-19,6685,50,335
SP25,G2,P21,2021-11-19,2142,128,134
SP17,G4,P21,2021-11-19,15407,32,701
SP25,G6,P19,2021-11-19,623,234,48
SP10,G6,P08,2021-11-19,1085,529,68
SP08,G3,P19,2021-11-19,2933,79,226
SP12,G4,P10,2021-11-22,13860,177,693
SP15,G3,P09,2021-11-22,3787,126,316
SP08,G3,P06,2021-11-22,1085,86,73
SP12,G4,P19,2021-11-22,16926,164,1302
SP06,G6,P05,2021-11-22,3311,67,255
SP25,G1,P21,2021-11-22,3360,66,160
SP15,G1,P02,2021-11-22,11683,230,1461
SP09,G4,P20,2021-11-23,532,125,32
SP10,G1,P05,2021-11-23,11466,21,637
SP23,G3,P20,2021-11-23,574,316,34
SP19,G6,P08,2021-11-23,1547,128,68
SP23,G4,P22,2021-11-23,6356,14,255
SP06,G6,P22,2021-11-23,7833,77,357
SP16,G6,P22,2021-11-23,7280,179,331
SP05,G2,P20,2021-11-23,686,52,35
SP23,G1,P11,2021-11-23,4480,56,145
SP17,G5,P07,2021-11-23,4928,141,215
SP20,G5,P05,2021-11-23,1687,16,106
SP14,G5,P18,2021-11-23,3738,335,139
SP21,G6,P10,2021-11-23,784,334,30
SP14,G4,P14,2021-11-23,231,61,17
SP15,G1,P13,2021-11-23,13825,129,865
SP22,G5,P05,2021-11-23,10997,9,647
SP06,G1,P03,2021-11-23,2569,207,136
SP17,G5,P06,2021-11-23,13958,188,997
SP09,G1,P14,2021-11-23,2905,432,171
SP24,G5,P16,2021-11-24,3801,233,132
SP23,G2,P15,2021-11-24,14,526,1
SP10,G6,P04,2021-11-24,70,194,5
SP20,G6,P18,2021-11-24,5138,605,156
SP04,G3,P04,2021-11-24,2135,53,143
SP10,G4,P06,2021-11-25,2331,41,146
SP15,G4,P16,2021-11-25,7707,61,249
SP25,G3,P21,2021-11-25,9856,306,658
SP20,G1,P17,2021-11-25,6097,213,218
SP20,G6,P06,2021-11-25,245,269,18
SP13,G3,P01,2021-11-25,8141,66,291
SP06,G5,P14,2021-11-25,5656,20,566
SP04,G6,P16,2021-11-25,7357,59,320
SP13,G1,P12,2021-11-25,833,23,84
SP17,G3,P20,2021-11-25,5299,41,408
SP14,G5,P12,2021-11-25,1785,124,149
SP04,G2,P21,2021-11-26,5670,328,270
SP19,G2,P08,2021-11-26,12810,196,610
SP15,G2,P19,2021-11-26,11396,63,1140
SP22,G6,P18,2021-11-26,707,81,23
SP23,G5,P08,2021-11-26,2618,117,146
SP04,G1,P19,2021-11-26,8260,61,636
SP24,G5,P12,2021-11-26,8120,342,625
SP17,G2,P03,2021-11-26,6713,111,448
SP13,G1,P14,2021-11-26,22512,74,2047
SP11,G5,P10,2021-11-29,1400,116,54
SP24,G4,P19,2021-11-29,1540,377,103
SP23,G5,P06,2021-11-29,903,257,57
SP07,G3,P04,2021-11-29,3857,311,227
SP04,G6,P02,2021-11-29,840,120,60
SP18,G6,P01,2021-11-29,119,271,5
SP10,G5,P02,2021-11-29,3500,391,270
SP11,G1,P14,2021-11-29,8435,35,938
SP02,G1,P14,2021-11-29,10640,137,819
SP01,G2,P13,2021-11-29,1155,256,49
SP12,G3,P06,2021-11-29,133,33,7
SP09,G5,P12,2021-11-29,14007,400,1274
SP13,G1,P02,2021-11-30,10724,111,766
SP07,G6,P12,2021-11-30,2611,108,201
SP21,G1,P03,2021-11-30,5663,23,334
SP15,G4,P06,2021-11-30,12796,104,640
SP13,G1,P15,2021-11-30,4571,139,305
SP16,G5,P02,2021-11-30,5866,219,652
SP02,G4,P04,2021-11-30,8309,102,554
SP21,G5,P20,2021-11-30,8540,149,657
SP13,G5,P11,2021-11-30,2310,76,83
SP20,G1,P12,2021-12-01,2597,267,200
SP14,G5,P11,2021-12-01,2156,309,77
SP24,G1,P09,2021-12-01,826,76,76
SP25,G3,P20,2021-12-01,4004,131,267
SP07,G4,P20,2021-12-01,13636,161,650
SP06,G5,P02,2021-12-01,3808,262,381
SP03,G1,P12,2021-12-01,6076,234,608
SP25,G2,P10,2021-12-01,9051,108,453
SP07,G3,P15,2021-12-01,12124,98,1213
SP20,G4,P06,2021-12-02,10094,87,594
SP08,G1,P16,2021-12-02,1771,105,58
SP03,G5,P14,2021-12-02,5474,13,498
SP19,G3,P11,2021-12-03,15701,179,655
SP11,G6,P08,2021-12-03,8813,305,441
SP16,G5,P07,2021-12-03,2009,64,78
SP23,G1,P04,2021-12-03,8029,140,383
SP01,G2,P11,2021-12-03,5264,153,220
SP14,G6,P12,2021-12-03,2247,231,188
SP13,G4,P04,2021-12-03,798,107,45
SP18,G3,P14,2021-12-06,2107,111,141
SP14,G5,P19,2021-12-06,8946,122,814
SP03,G5,P16,2021-12-06,2947,359,96
SP22,G4,P21,2021-12-06,12418,116,654
SP11,G2,P12,2021-12-06,5894,67,328
SP18,G2,P13,2021-12-07,3171,101,145
SP06,G2,P16,2021-12-07,10458,27,419
SP03,G5,P06,2021-12-07,420,120,27
SP13,G5,P15,2021-12-07,1638,254,126
SP07,G1,P06,2021-12-07,8708,129,436
SP19,G5,P03,2021-12-07,5663,225,334
SP11,G5,P20,2021-12-07,343,52,21
SP21,G2,P13,2021-12-07,1351,14,68
SP19,G6,P12,2021-12-07,3346,143,305
SP07,G1,P19,2021-12-07,7917,163,1131
SP10,G4,P04,2021-12-07,2527,275,115
SP08,G4,P08,2021-12-07,6685,31,304
SP10,G4,P09,2021-12-07,5145,282,572
SP06,G1,P18,2021-12-07,1260,104,47
SP05,G4,P17,2021-12-07,1344,304,54
SP24,G3,P14,2021-12-07,17437,23,1342
SP11,G3,P06,2021-12-07,7658,195,404
SP02,G6,P08,2021-12-07,7784,8,390
SP14,G5,P04,2021-12-07,7889,24,416
SP09,G4,P22,2021-12-07,5957,206,314
SP18,G1,P02,2021-12-07,2457,383,273
SP21,G2,P20,2021-12-07,11900,310,700
SP04,G4,P01,2021-12-07,5817,41,201
SP21,G1,P10,2021-12-07,8778,121,352
SP08,G1,P08,2021-12-07,819,386,49
SP25,G1,P12,2021-12-07,2121,287,152
SP04,G6,P17,2021-12-07,5166,218,192
SP19,G1,P22,2021-12-08,2296,145,121
SP17,G5,P05,2021-12-08,175,177,9
SP16,G2,P20,2021-12-08,9961,218,499
SP07,G4,P16,2021-12-08,2513,39,84
SP05,G3,P09,2021-12-08,8239,582,1374
SP12,G4,P06,2021-12-08,14532,179,1118
SP02,G4,P21,2021-12-08,3955,318,189
SP02,G2,P17,2021-12-08,4186,53,150
SP15,G5,P13,2021-12-08,2156,184,120
SP03,G5,P02,2021-12-08,2317,10,194
SP13,G4,P13,2021-12-08,861,361,48
SP02,G2,P22,2021-12-08,182,275,10
SP09,G5,P14,2021-12-09,9002,1,901
SP07,G2,P19,2021-12-09,2996,136,200
SP20,G1,P20,2021-12-09,2653,194,133
SP04,G1,P01,2021-12-09,4648,247,194
SP24,G1,P11,2021-12-09,4410,144,147
SP22,G3,P14,2021-12-09,168,95,12
SP20,G3,P20,2021-12-09,749,193,54
SP15,G4,P14,2021-12-09,8099,137,507
SP09,G4,P06,2021-12-09,7378,22,568
SP11,G6,P12,2021-12-10,11683,1,974
SP15,G1,P20,2021-12-10,6076,290,468
SP22,G3,P19,2021-12-10,1190,244,92
SP22,G5,P17,2021-12-10,5418,186,247
SP16,G4,P20,2021-12-10,8624,65,454
SP23,G2,P17,2021-12-10,4291,289,154
SP14,G1,P06,2021-12-13,6636,185,350
SP04,G4,P20,2021-12-13,6734,22,355
SP16,G5,P08,2021-12-13,5327,201,222
SP06,G6,P04,2021-12-13,10927,42,521
SP21,G3,P07,2021-12-13,1827,44,61
SP19,G6,P10,2021-12-13,9065,163,413
SP07,G1,P13,2021-12-13,1645,117,69
SP06,G6,P12,2021-12-13,6804,271,619
SP22,G3,P08,2021-12-13,2933,68,163
SP21,G4,P12,2021-12-13,18830,220,1108
SP12,G4,P02,2021-12-13,3311,223,237
SP17,G5,P02,2021-12-13,6300,29,630
SP22,G6,P20,2021-12-14,11858,19,791
SP01,G2,P19,2021-12-14,6601,138,661
SP22,G2,P13,2021-12-14,13251,61,663
SP09,G1,P16,2021-12-14,9422,25,410
SP11,G3,P20,2021-12-14,6300,367,332
SP04,G3,P02,2021-12-14,18508,124,1683
SP15,G5,P20,2021-12-14,15204,433,951
SP04,G3,P07,2021-12-14,5327,66,191
SP13,G5,P18,2021-12-14,14616,100,563
SP25,G6,P16,2021-12-14,11767,257,421
SP11,G3,P02,2021-12-14,4165,99,278
SP03,G2,P07,2021-12-14,3157,13,106
SP06,G4,P20,2021-12-14,2695,14,129
SP05,G5,P20,2021-12-14,8274,17,518
SP05,G4,P20,2021-12-15,14154,138,708
SP09,G3,P02,2021-12-15,4634,160,422
SP25,G4,P11,2021-12-15,6657,265,209
SP01,G1,P13,2021-12-15,20671,42,940
SP21,G4,P11,2021-12-15,3087,8,97
SP10,G6,P13,2021-12-15,7462,42,393
SP20,G3,P10,2021-12-15,9107,349,456
SP13,G3,P11,2021-12-15,1722,147,72
SP16,G6,P17,2021-12-15,6622,32,276
SP20,G6,P08,2021-12-15,13090,134,689
SP04,G6,P22,2021-12-15,15925,115,759
SP14,G2,P10,2021-12-15,3248,252,121
SP15,G5,P03,2021-12-15,9338,48,406
SP12,G4,P01,2021-12-15,5516,145,230
SP21,G2,P03,2021-12-15,4291,147,187
SP06,G4,P21,2021-12-15,917,35,62
SP24,G1,P02,2021-12-15,8323,149,555
SP22,G4,P02,2021-12-15,1722,60,123
SP09,G5,P06,2021-12-15,2695,168,180
SP13,G2,P06,2021-12-15,5236,53,250
SP10,G1,P18,2021-12-15,2555,115,83
SP18,G1,P20,2021-12-15,3885,43,243
SP12,G5,P03,2021-12-15,5026,340,315
SP06,G3,P04,2021-12-15,3514,148,196
SP16,G6,P02,2021-12-15,2002,40,201
SP14,G3,P18,2021-12-15,5894,9,219
SP08,G5,P01,2021-12-15,3073,299,106
SP06,G4,P04,2021-12-15,7049,178,371
SP22,G1,P03,2021-12-15,3654,414,215
SP25,G1,P01,2021-12-15,8610,27,278
SP07,G5,P10,2021-12-16,1323,111,56
SP20,G1,P02,2021-12-16,6636,19,443
SP03,G4,P04,2021-12-16,7427,164,437
SP15,G5,P15,2021-12-16,2863,90,205
SP16,G1,P16,2021-12-16,3206,60,104
SP22,G6,P16,2021-12-16,84,101,4
SP16,G5,P06,2021-12-17,5131,278,257
SP14,G6,P10,2021-12-17,12068,206,549
SP21,G3,P21,2021-12-17,5824,325,364
SP15,G5,P21,2021-12-17,3283,455,219
SP08,G1,P20,2021-12-17,2030,409,120
SP14,G2,P19,2021-12-17,7294,276,730
SP23,G3,P19,2021-12-17,966,81,69
SP04,G4,P08,2021-12-17,9303,35,490
SP18,G4,P20,2021-12-17,5936,212,330
SP13,G2,P02,2021-12-17,6839,318,622
SP23,G1,P22,2021-12-17,14980,519,652
SP09,G4,P01,2021-12-17,4277,97,159
SP07,G2,P18,2021-12-17,2415,472,76
SP20,G3,P04,2021-12-17,5194,346,289
SP23,G5,P14,2021-12-17,7007,58,637
SP25,G6,P17,2021-12-17,6545,232,262
SP05,G1,P18,2021-12-17,917,159,28
SP21,G1,P20,2021-12-17,644,202,33
SP22,G1,P20,2021-12-17,5719,278,286
SP17,G6,P02,2021-12-17,6748,418,750
SP08,G1,P22,2021-12-20,896,205,50
SP23,G3,P14,2021-12-20,2639,266,156
SP04,G6,P15,2021-12-20,364,65,23
